year,First_gen,New_Enrollment,Female,CA_residence,Non_CA_residence,International,Afghan,African,African American/Black,Algerian,American Indian/Alaska Native,Armenian,Asian Indian,Assyrian/Chaldean,Azerbaijani,Bahraini,Bangladeshi,Berber,Cambodian,Caribbean,Chinese,Circassian,Cuban,Djiboutian,East Indian,Egyptian,Emerati,Fijian,Filipino,Georgian,Guamanian/Chamoro,Hawaii Other Pacific Islander,Hawaiian,Hmong,Indonesian,Iranian,Iraqi,Israeli,Japanese,Jordanian,Korean,Kurdish,Kuwaiti,Laotian,Latin American/Latino,Lebanese,Libyan,Malaysian,Mauritanian,Mexican/Mexican American/Chicano,Moroccan,Native Hawaiian and Pacific Islander,Omani,Other African American/Black,Other Asian,Other North African,Other Pacific Islander,Other Southwest Asian,Other Spanish American/Latino,Other White,Pakistani,Palestinian,Puerto Rican,Qatari,Samoan,Saudi Arabian,Somali,Sri Lankan,Sudanese,Syrian,Taiwanese,Thai,Tongan,Tunisian,Turkish,Vietnamese,White/Caucasian,White/Middle Eastern,White/North African,Yemeni
2016,1,0,1,1,0,0,68,48,244,1,107,23,252,7,0,0,11,1,55,15,1198,0,29,0,0,6,0,32,299,4,7,0,25,79,17,43,6,6,67,2,98,3,0,24,555,8,0,6,0,2244,3,0,0,20,78,0,8,1,301,170,65,15,39,0,3,2,1,7,2,7,67,20,5,0,2,645,1392,50,2,11
2016,1,0,1,0,0,1,1,2,2,0,0,1,10,0,0,0,0,0,1,2,333,0,1,0,0,1,0,0,4,0,0,0,0,0,11,3,0,0,7,0,16,0,0,0,42,0,0,9,0,196,0,0,0,0,5,0,0,0,11,1,0,0,0,0,0,0,0,3,0,0,18,3,0,0,1,5,9,0,1,0
2016,1,0,1,0,1,0,2,0,3,0,2,0,4,0,0,0,1,0,0,1,53,0,1,0,0,0,0,0,2,0,2,1,1,1,0,1,0,0,6,1,8,0,0,0,6,1,0,0,0,34,0,0,0,0,2,0,0,0,5,4,2,1,0,0,0,0,2,1,0,1,10,0,0,0,0,12,37,1,0,0
2016,1,0,0,1,0,0,26,31,134,0,65,11,180,2,0,0,4,0,32,10,724,0,10,0,3,7,0,19,153,0,7,0,14,50,13,25,8,11,50,7,78,0,0,14,319,13,0,4,0,1114,1,0,0,4,59,1,5,0,139,88,40,18,20,0,6,1,1,4,0,6,43,17,1,0,2,430,890,34,1,9
2016,1,0,0,0,0,1,0,1,2,0,1,0,11,0,0,0,0,0,2,0,373,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,19,0,0,0,36,0,1,3,0,107,0,0,0,0,7,0,0,0,8,1,2,0,0,0,0,1,0,0,0,0,8,1,1,0,0,2,6,2,0,0
2016,1,0,0,0,1,0,1,1,5,0,2,0,2,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,4,0,1,0,1,0,1,2,0,0,5,0,3,0,0,0,5,0,0,0,0,20,0,0,0,1,3,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,3,16,1,0,0
2016,1,1,1,1,0,0,30,17,76,0,35,4,84,1,0,0,1,1,18,7,306,0,10,0,0,6,0,15,100,0,1,0,10,19,3,14,2,2,19,0,35,0,0,10,234,2,0,1,0,797,1,0,0,6,27,0,3,0,99,59,21,7,17,0,2,2,1,1,1,2,17,8,4,0,1,178,480,5,1,6
2016,1,1,1,0,0,1,1,2,1,0,0,1,4,0,0,0,0,0,0,1,108,0,1,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,3,0,5,0,0,0,23,0,0,6,0,84,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,4,3,0,0,0
2016,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,10,0,0,0
2016,1,1,0,1,0,0,13,14,43,0,24,4,72,1,0,0,2,0,8,5,218,0,3,0,1,6,0,6,63,0,1,0,4,17,6,8,4,5,17,2,27,0,0,3,146,6,0,1,0,438,0,0,0,1,23,1,3,0,38,31,18,6,6,0,2,1,1,1,0,2,12,5,0,0,0,127,318,5,0,4
2016,1,1,0,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,1,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,10,0,0,0,14,0,1,0,0,38,0,0,0,0,3,0,0,0,4,0,2,0,0,0,0,1,0,1,0,0,4,1,1,0,0,0,4,0,0,0
2016,1,1,0,0,1,0,1,0,1,0,1,0,2,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,0
2016,0,0,1,1,0,0,22,62,199,4,98,32,496,7,2,0,20,2,19,28,927,0,28,0,0,26,1,16,624,0,11,1,26,19,32,138,17,26,280,21,253,1,1,8,215,33,4,20,0,596,7,0,0,14,69,3,16,3,204,231,87,44,46,0,3,1,0,11,0,15,281,36,0,1,18,272,3633,108,8,2
2016,0,0,1,0,0,1,0,7,0,0,0,0,75,0,0,0,0,0,1,2,797,0,0,0,0,1,0,0,7,0,0,0,0,0,36,2,1,0,16,0,56,0,1,0,9,1,0,16,0,6,0,0,0,1,9,0,0,0,3,1,3,0,0,0,0,6,0,0,0,0,39,7,0,0,0,10,27,0,0,0
2016,0,0,1,0,1,0,0,6,13,0,6,1,35,0,0,0,0,0,0,2,83,0,1,0,0,3,1,0,14,0,3,0,1,0,5,4,2,0,16,0,35,0,0,0,10,3,0,2,0,16,0,0,0,1,1,0,0,0,12,14,8,0,2,0,1,0,0,0,0,1,34,2,1,0,2,5,206,3,0,1
2016,0,0,0,1,0,0,18,40,148,1,70,30,332,3,4,0,6,0,5,17,641,2,14,0,3,14,1,7,390,2,9,0,17,14,20,110,15,18,204,18,180,3,0,6,144,14,3,18,0,402,2,0,0,7,37,0,4,1,128,160,68,15,27,0,5,3,1,7,2,16,202,14,2,1,16,186,2561,88,2,6
2016,0,0,0,0,0,1,0,5,0,0,0,0,93,0,0,0,0,0,0,0,811,0,0,0,0,1,1,0,8,0,0,0,0,0,39,2,1,1,15,1,74,0,3,0,13,1,0,15,0,3,0,0,0,1,8,0,2,0,4,3,4,0,0,0,0,8,0,1,0,0,39,8,0,0,6,14,30,3,0,0
2016,0,0,0,0,1,0,0,2,7,0,3,0,13,0,0,0,4,0,1,3,77,0,1,0,0,2,0,0,7,0,1,0,2,1,6,6,1,0,13,1,28,0,0,0,5,3,0,0,0,10,1,0,0,0,5,1,0,0,6,6,3,0,1,0,0,1,0,2,0,1,35,5,0,0,2,5,133,3,1,0
2016,0,1,1,1,0,0,10,23,69,2,32,13,167,4,1,0,7,0,11,8,247,0,6,0,0,11,1,6,187,0,4,0,6,13,13,50,5,7,77,9,65,0,0,4,92,11,1,2,0,213,3,0,0,6,24,2,5,1,65,80,30,18,13,0,2,0,0,8,0,4,57,13,0,0,9,71,1130,5,0,0
2016,0,1,1,0,0,1,0,3,0,0,0,0,23,0,0,0,0,0,1,1,272,0,0,0,0,0,0,0,2,0,0,0,0,0,13,2,0,0,9,0,17,0,0,0,6,0,0,7,0,2,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,16,1,0,0,0,3,12,0,0,0
2016,0,1,1,0,1,0,0,0,3,0,1,1,13,0,0,0,0,0,0,0,25,0,1,0,0,1,0,0,5,0,0,0,1,0,1,2,1,0,2,0,11,0,0,0,5,1,0,1,0,4,0,0,0,1,1,0,0,0,4,3,3,0,1,0,1,0,0,0,0,0,7,1,0,0,1,2,71,0,0,1
2016,0,1,0,1,0,0,7,16,54,0,26,10,101,1,2,0,4,0,3,3,173,1,4,0,1,4,1,2,124,1,2,0,7,2,5,43,7,8,47,11,49,2,0,5,63,8,2,6,0,136,2,0,0,2,15,0,2,1,40,47,21,7,8,0,1,0,0,0,1,8,43,6,0,0,7,65,772,7,0,2
2016,0,1,0,0,0,1,0,4,0,0,0,0,27,0,0,0,0,0,0,0,287,0,0,0,0,1,1,0,3,0,0,0,0,0,21,0,1,0,7,0,32,0,1,0,4,0,0,10,0,1,0,0,0,0,4,0,1,0,2,2,2,0,0,0,0,4,0,0,0,0,8,3,0,0,2,5,11,0,0,0
2016,0,1,0,0,1,0,0,1,3,0,0,0,8,0,0,0,4,0,0,1,23,0,0,0,0,2,0,0,3,0,1,0,0,0,3,3,0,0,4,0,14,0,0,0,1,1,0,0,0,3,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,13,2,0,0,2,2,50,0,0,0
2015,1,0,1,1,0,0,48,47,238,1,117,26,240,7,0,0,12,0,62,10,1262,0,21,0,1,0,1,26,270,4,8,1,18,93,19,34,6,6,69,5,100,3,0,24,444,7,0,10,0,1988,3,0,0,15,77,0,6,1,273,166,59,10,32,0,5,0,0,9,1,6,70,23,3,0,1,638,1362,78,4,5
2015,1,0,1,0,0,1,0,1,1,0,0,0,6,0,0,0,0,0,1,1,298,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,0,0,5,0,15,0,0,0,22,0,0,4,0,127,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,5,9,0,3,0
2015,1,0,1,0,1,0,0,0,8,0,2,0,3,0,0,0,1,0,0,1,42,0,2,0,0,0,0,1,6,0,2,0,2,1,0,1,0,1,6,0,9,0,0,0,8,1,0,0,0,33,0,0,0,1,1,0,0,0,3,2,2,0,1,0,0,0,2,1,0,0,11,0,0,0,0,11,37,2,0,0
2015,1,0,0,1,0,0,23,26,135,0,54,9,165,1,1,0,2,0,41,6,812,0,8,0,5,2,0,20,147,0,9,0,13,53,10,23,4,6,55,5,84,1,0,15,253,8,0,3,0,1009,1,0,0,4,60,0,3,0,142,73,37,14,22,0,6,0,1,2,0,4,38,19,1,0,2,464,902,59,2,6
2015,1,0,0,0,0,1,0,1,1,0,0,0,7,0,0,0,0,0,1,0,278,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,3,0,18,0,0,0,25,0,0,4,0,81,0,0,0,0,8,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,6,3,0,0
2015,1,0,0,0,1,0,0,1,5,0,1,0,2,0,0,0,1,0,0,0,31,0,1,0,1,0,0,0,4,0,1,0,1,0,1,2,0,0,3,0,7,0,0,0,8,0,0,0,0,23,0,0,0,1,3,0,0,0,4,2,0,0,1,0,1,0,0,0,0,0,9,0,0,0,0,5,13,2,0,0
2015,1,1,1,1,0,0,26,16,73,0,40,14,71,4,0,0,5,0,18,4,330,0,7,0,0,0,0,5,75,3,2,0,5,15,5,12,3,4,25,2,34,2,0,6,147,4,0,2,0,615,2,0,0,6,25,0,3,0,92,50,24,6,11,0,2,0,0,1,1,4,17,5,2,0,0,166,407,7,0,2
2015,1,1,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,2,0,0,0,0,0,6,2,0,0,2,0,5,0,0,0,13,0,0,2,0,67,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,3,3,0,0,0
2015,1,1,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,3,1,0,0,0,11,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,7,13,0,0,0
2015,1,1,0,1,0,0,13,6,42,0,21,5,40,0,0,0,1,0,12,2,194,0,3,0,0,1,0,6,42,0,3,0,4,14,3,13,2,2,14,4,18,0,0,1,93,6,0,3,0,296,0,0,0,0,15,0,0,0,43,34,10,6,9,0,3,0,0,2,0,3,12,1,0,0,0,108,294,1,0,5
2015,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,10,0,0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0
2015,1,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0
2015,0,0,1,1,0,0,15,49,180,3,93,22,450,4,1,0,18,2,10,26,967,0,27,0,3,18,0,11,593,0,8,1,30,7,29,100,14,22,297,14,259,1,1,5,172,25,4,20,0,534,5,0,0,12,61,1,16,2,196,233,84,28,39,0,2,1,0,8,0,15,306,28,0,1,10,278,3663,205,15,2
2015,0,0,1,0,0,1,0,7,0,0,0,0,56,0,0,0,2,0,0,2,677,0,0,0,0,1,0,0,6,0,0,0,0,0,42,0,1,0,15,0,64,0,1,0,7,1,0,12,0,4,0,0,0,0,9,0,0,0,3,1,2,0,0,0,0,2,0,1,0,0,33,6,0,0,0,9,20,1,0,0
2015,0,0,1,0,1,0,0,9,12,0,7,0,30,1,0,0,1,0,0,2,71,0,0,0,0,2,1,0,14,0,3,0,1,0,5,3,0,0,16,0,28,0,0,0,4,2,0,1,0,16,0,0,0,0,1,0,0,0,11,15,7,0,2,0,0,0,0,0,0,1,32,1,1,0,1,2,186,6,0,0
2015,0,0,0,1,0,0,11,38,137,1,69,25,336,2,2,0,8,1,5,16,719,1,16,0,2,10,0,8,377,1,11,0,16,13,18,81,10,15,213,11,191,1,0,1,114,10,2,18,0,358,2,0,0,9,42,0,6,0,126,145,72,13,26,0,6,3,0,9,1,11,245,10,3,1,11,174,2635,158,7,5
2015,0,0,0,0,0,1,0,2,0,0,0,0,74,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,8,0,0,0,0,0,26,2,0,1,18,1,72,0,2,1,12,1,0,5,0,4,0,0,0,1,7,0,1,0,4,2,3,0,0,0,0,4,0,2,0,1,38,7,0,0,4,14,24,3,0,0
2015,0,0,0,0,1,0,0,1,4,0,5,0,9,0,0,0,1,0,1,2,73,0,1,0,0,1,0,0,8,0,2,0,2,1,3,2,1,0,12,1,21,0,0,0,4,2,0,0,0,5,0,0,0,0,3,1,0,0,6,7,5,0,1,0,1,1,0,1,0,1,30,3,0,0,1,3,116,2,1,0
2015,0,1,1,1,0,0,5,11,43,0,25,11,125,2,1,0,6,0,6,7,212,0,10,0,0,8,0,6,188,0,0,0,9,1,5,49,7,8,56,9,56,0,0,3,49,13,2,4,0,155,1,0,0,4,15,0,7,2,41,67,23,14,12,0,1,0,0,1,0,7,70,8,0,1,5,74,935,12,2,2
2015,0,1,1,0,0,1,0,1,0,0,0,0,25,0,0,0,1,0,0,1,292,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,3,0,31,0,1,0,2,0,0,4,0,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,11,2,0,0,0,6,8,0,0,0
2015,0,1,1,0,1,0,0,5,4,0,5,0,9,1,0,0,0,0,0,0,38,0,0,0,0,2,1,0,7,0,0,0,0,0,3,3,0,0,9,0,11,0,0,0,2,1,0,0,0,4,0,0,0,0,1,0,0,0,5,8,3,0,2,0,0,0,0,0,0,0,12,0,0,0,0,2,87,0,0,0
2015,0,1,0,1,0,0,7,12,39,1,18,13,81,1,1,0,0,0,1,4,166,1,6,0,0,6,0,1,108,0,5,0,4,6,8,44,5,5,61,2,42,0,0,0,38,2,0,8,0,123,0,0,0,3,12,0,2,0,42,46,24,3,8,0,1,2,0,0,1,1,55,4,1,0,6,48,720,9,0,4
2015,0,1,0,0,0,1,0,1,0,0,0,0,35,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,4,0,0,0,0,0,15,3,0,1,2,1,23,0,1,0,5,1,0,2,0,1,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,2,0,1,0,1,24,3,0,0,3,9,14,0,0,0
2015,0,1,0,0,1,0,0,0,4,0,3,0,5,0,0,0,1,0,1,2,25,0,1,0,0,2,0,0,4,0,0,0,2,1,1,1,0,0,4,0,5,0,0,0,3,1,0,1,0,2,0,0,0,0,1,0,0,0,3,6,2,0,0,0,0,1,0,1,0,0,12,0,0,0,0,1,51,0,0,0
2014,1,0,1,1,0,0,24,40,225,1,109,13,235,3,0,0,8,0,55,8,1350,1,18,0,3,0,1,31,270,1,8,1,22,109,18,20,4,3,75,3,100,1,0,26,407,3,0,12,0,1843,1,0,0,16,91,0,5,1,274,160,50,4,24,0,5,0,0,10,0,2,71,24,1,0,1,668,1375,113,6,3
2014,1,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,2,1,191,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,5,0,13,0,0,0,12,0,0,2,0,80,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,10,1,0,0,0,4,10,0,3,0
2014,1,0,1,0,1,0,0,0,8,0,3,0,5,0,0,0,2,0,0,2,47,0,3,0,0,0,0,1,7,0,2,0,3,1,1,1,0,0,8,0,9,0,0,0,10,0,0,0,0,38,0,0,0,0,1,0,0,0,6,2,2,0,2,0,0,0,1,2,0,0,10,0,1,0,0,6,37,3,0,0
2014,1,0,0,1,0,0,12,24,114,0,55,4,178,1,1,0,2,0,38,6,928,0,6,0,6,1,0,19,147,0,6,0,15,50,11,11,2,7,55,1,100,2,0,17,231,3,0,3,0,1009,1,0,0,8,64,0,3,0,147,69,41,8,18,0,3,1,1,5,0,1,57,21,2,0,2,491,946,114,6,1
2014,1,0,0,0,0,1,0,2,1,0,0,0,8,0,0,0,0,0,0,0,204,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,3,0,22,0,0,0,21,0,0,6,0,62,0,0,0,0,8,0,0,0,6,1,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,4,2,1,0
2014,1,0,0,0,1,0,0,1,4,0,2,0,4,0,0,0,1,0,0,0,35,0,0,0,1,0,0,0,6,0,0,0,1,0,1,1,0,0,3,0,6,0,0,0,8,0,0,0,0,21,0,0,0,1,2,0,0,0,5,2,1,0,0,0,1,0,0,0,0,0,9,1,0,0,0,4,19,2,0,0
2014,1,1,1,1,0,0,24,18,68,1,44,13,79,3,0,0,1,0,17,4,370,1,8,0,0,0,1,8,80,1,2,0,8,36,7,20,4,3,24,3,22,1,0,13,161,3,0,3,0,653,1,0,0,4,17,0,2,1,100,71,16,5,10,0,2,0,0,3,0,2,16,6,1,0,1,201,479,11,1,3
2014,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,5,0,0,0,4,0,0,1,0,36,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0
2014,1,1,1,0,1,0,0,0,2,0,1,0,3,0,0,0,1,0,0,1,17,0,2,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,2,0,3,0,0,0,4,0,0,0,0,9,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,3,19,1,0,0
2014,1,1,0,1,0,0,11,8,35,0,23,4,54,1,1,0,2,0,15,3,229,0,2,0,0,1,0,7,45,0,3,0,7,9,3,11,2,7,21,1,22,2,0,8,91,3,0,0,0,350,1,0,0,3,19,0,1,0,55,26,13,8,8,0,1,1,1,1,0,1,12,6,0,0,2,144,312,8,2,1
2014,1,1,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,3,0,6,0,0,0,12,0,0,4,0,37,0,0,0,0,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
2014,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,9,0,0,0,1,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,8,1,0,0
2014,0,0,1,1,0,0,12,47,171,3,97,12,429,2,0,0,13,2,8,21,956,0,19,0,6,11,0,8,507,0,12,1,27,9,35,50,7,14,311,5,275,1,1,4,165,13,2,22,0,500,4,0,0,13,69,1,12,0,212,223,83,14,29,0,1,1,0,8,0,8,329,22,0,0,5,270,3637,287,21,0
2014,0,0,1,0,0,1,0,7,0,0,0,0,34,0,0,0,1,0,0,1,457,0,0,0,0,1,0,0,6,0,0,0,0,0,38,0,1,0,14,0,50,0,0,0,5,1,0,11,0,2,0,0,0,0,8,0,0,0,3,1,1,0,0,0,0,2,0,1,0,0,26,6,0,0,0,6,14,3,0,0
2014,0,0,1,0,1,0,0,6,14,0,3,0,27,0,0,0,3,0,0,2,43,0,1,0,0,0,0,0,12,0,5,0,3,0,2,1,1,0,11,0,29,0,0,0,7,1,0,1,0,16,0,0,0,0,2,0,0,1,10,14,6,0,4,0,0,0,0,0,0,2,32,1,1,0,1,3,143,9,1,0
2014,0,0,0,1,0,0,5,32,124,0,72,12,345,1,1,0,13,1,9,17,779,0,18,0,2,4,0,8,377,1,8,0,18,10,20,37,5,10,214,10,205,1,0,2,105,9,2,14,0,342,2,0,0,9,41,0,5,0,141,139,67,12,31,0,5,1,0,13,0,9,261,9,2,1,5,183,2786,245,18,1
2014,0,0,0,0,0,1,0,1,0,0,0,0,46,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,20,0,87,0,1,1,8,0,0,4,0,4,0,0,0,0,6,0,0,0,3,1,3,0,0,0,0,2,0,1,0,0,19,5,0,0,1,6,10,3,0,0
2014,0,0,0,0,1,0,0,1,3,0,2,0,11,0,0,0,0,0,1,0,57,0,0,0,0,0,0,0,4,0,3,0,0,0,2,2,1,0,10,1,24,0,0,0,2,1,0,1,0,8,0,0,0,0,2,1,0,0,4,2,3,0,1,0,1,0,0,0,0,1,25,3,0,0,1,1,87,4,1,0
2014,0,1,1,1,0,0,12,14,50,3,32,12,135,2,0,0,9,2,3,9,268,0,6,0,1,11,0,2,152,0,3,0,10,4,8,51,6,14,83,5,89,1,1,1,49,13,2,7,0,173,4,0,0,3,17,1,3,0,67,54,28,15,9,0,0,1,0,5,0,9,93,9,0,0,5,78,1005,18,2,0
2014,0,1,1,0,0,1,0,3,0,0,0,0,21,0,0,0,1,0,0,0,183,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,1,0,9,0,21,0,0,0,0,1,0,4,0,1,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,10,3,0,0,0,3,7,0,0,0
2014,0,1,1,0,1,0,0,3,3,0,1,0,13,0,0,0,1,0,0,2,23,0,1,0,0,0,0,0,4,0,2,0,1,0,2,1,1,0,7,0,10,0,0,0,4,1,0,1,0,5,0,0,0,0,1,0,0,1,7,6,1,0,1,0,0,0,0,0,0,1,10,1,1,0,1,2,55,0,0,0
2014,0,1,0,1,0,0,5,8,45,0,20,12,102,1,1,0,2,1,1,7,183,0,5,0,0,4,0,3,97,1,2,0,5,2,6,37,5,10,66,10,55,1,0,1,34,9,2,3,0,100,2,0,0,1,9,0,1,0,32,40,22,12,6,0,1,1,0,4,0,10,47,4,0,1,5,45,802,23,0,1
2014,0,1,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,9,0,42,0,1,1,6,0,0,2,0,1,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,11,1,0,0,1,2,4,0,0,0
2014,0,1,0,0,1,0,0,1,2,0,1,0,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,1,0,4,1,8,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,3,0,0,1,1,42,0,0,0
2013,1,0,1,1,0,0,0,25,219,0,101,0,200,0,0,0,7,0,49,8,1321,0,17,0,18,0,0,27,243,0,7,1,16,97,15,0,0,0,69,0,129,0,0,15,317,0,0,12,0,1618,0,0,0,18,115,0,4,0,265,128,48,0,22,0,4,0,0,7,0,0,72,23,0,0,0,639,1305,133,6,0
2013,1,0,1,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,1,1,149,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,14,0,0,0,13,0,0,1,0,52,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,11,2,0,0,0,4,9,0,3,0
2013,1,0,1,0,1,0,0,0,7,0,2,0,3,0,0,0,1,0,0,1,38,0,1,0,1,0,0,1,1,0,0,0,2,3,1,0,0,0,7,0,9,0,0,0,7,0,0,0,0,32,0,0,0,0,2,0,0,0,7,7,1,0,2,0,0,0,0,1,0,0,8,0,1,0,0,4,28,2,0,0
2013,1,0,0,1,0,0,0,22,127,0,56,0,175,0,0,0,0,0,31,4,1023,0,5,0,20,0,0,16,150,0,3,0,12,50,8,0,0,0,46,0,104,0,0,9,181,0,0,2,0,949,0,0,0,7,81,0,3,0,133,64,39,0,12,0,3,0,0,4,0,0,54,18,3,0,0,484,936,143,6,0
2013,1,0,0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,1,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,18,0,0,0,12,0,0,2,0,38,0,0,0,0,6,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,3,4,1,0
2013,1,0,0,0,1,0,0,1,2,0,1,0,4,0,0,0,0,0,1,0,31,0,0,0,1,0,0,0,5,0,1,0,1,0,1,0,0,0,1,0,5,0,0,1,5,0,0,2,0,14,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,12,2,0,0
